19118	12	14	15	25	28	31	04	 	1,105,685,807	6	8,013,754	142	159,177	329,400,746	2019-10-15
19117	03	05	11	28	32	33	01	 	1,085,958,852	5	9,637,937	135	214,719	358,734,764	2019-10-13
19116	01	08	09	13	16	33	01	 	1,047,187,205	7	8,062,689	146	183,551	336,502,106	2019-10-10
19115	04	10	11	14	15	29	05	 	1,023,230,427	8	7,126,357	137	155,208	354,033,692	2019-10-08
19114	02	04	09	11	12	30	01	 	1,016,450,569	4	10,000,000	180	167,444	372,847,052	2019-09-29
19113	01	05	19	21	25	33	15	 	966,030,310	5	8,717,723	118	196,913	339,648,916	2019-09-26
19112	03	12	14	17	23	27	01	 	939,911,612	6	8,762,335	173	163,107	335,430,712	2019-09-24
19111	07	18	20	22	24	33	01	 	907,833,069	6	9,138,179	82	378,492	371,095,278	2019-09-22
19110	01	18	22	26	27	28	08	 	869,553,104	8	7,132,577	89	239,615	345,297,696	2019-09-19
19109	03	06	07	17	28	31	10	 	862,636,404	5	8,306,978	218	94,810	339,057,352	2019-09-17
19108	07	13	19	22	25	32	13	 	842,165,456	13	6,413,151	110	208,761	361,553,454	2019-09-15
19107	02	06	08	23	27	32	02	 	856,645,293	2	10,000,000	54	475,645	326,852,234	2019-09-12
19106	02	14	22	27	30	33	14	 	799,590,658	3	10,000,000	65	385,201	330,410,652	2019-09-10
19105	02	13	15	17	26	33	01	 	754,476,375	6	8,463,242	85	305,580	365,092,568	2019-09-08
19104	01	05	16	17	18	24	10	 	727,332,881	7	6,848,206	120	134,765	336,503,558	2019-09-05
19103	04	12	14	21	27	29	12	 	726,754,909	2	10,000,000	101	268,873	334,444,954	2019-09-03
19102	03	08	12	16	20	32	12	 	665,286,304	18	5,786,187	198	89,339	365,310,214	2019-09-01
19101	01	04	09	21	31	33	05	 	716,370,043	4	6,477,614	77	95,948	336,008,906	2019-08-29
19100	01	04	12	13	30	32	08	 	720,116,287	2	10,000,000	60	404,624	334,319,180	2019-08-27
19099	07	14	22	23	27	30	08	 	667,283,924	26	5,524,776	185	92,190	355,328,056	2019-08-25
19098	03	11	12	14	17	26	09	 	759,762,439	4	9,535,306	136	166,739	334,187,522	2019-08-22
19097	03	05	18	24	25	31	09	 	729,874,065	5	7,465,772	98	157,255	328,319,954	2019-08-20
19096	05	07	12	18	27	32	11	 	720,969,696	48	5,399,584	310	77,338	355,103,324	2019-08-18
19095	02	05	14	19	21	28	01	 	908,224,516	3	10,000,000	95	236,670	327,102,912	2019-08-15
19094	05	10	12	18	19	27	06	 	870,773,310	8	6,822,140	301	60,536	318,739,184	2019-08-13
19093	05	07	08	09	20	22	02	 	870,686,214	27	5,590,139	629	31,664	343,851,622	2019-08-11
19092	09	17	27	28	32	33	08	 	961,868,391	6	6,573,767	67	176,168	325,113,036	2019-08-08
19091	07	10	21	24	29	32	11	 	965,901,226	2	10,000,000	94	260,518	321,773,688	2019-08-06
19090	02	03	06	08	14	22	04	 	912,434,874	2	10,000,000	93	289,490	355,808,718	2019-08-04
19089	02	04	14	16	20	22	11	 	851,666,935	7	6,961,515	104	165,031	321,183,320	2019-08-01
19088	13	14	15	21	23	29	13	 	848,907,760	18	5,697,370	77	203,777	320,442,344	2019-07-30
19087	04	05	07	09	21	30	04	 	904,387,916	5	9,423,734	99	279,276	348,495,228	2019-07-28
19086	16	22	24	26	28	31	06	 	868,561,562	11	6,364,807	120	156,384	318,423,888	2019-07-25
19085	01	04	14	18	24	29	04	 	882,276,151	12	6,519,571	61	373,665	322,387,974	2019-07-23
19084	04	08	14	18	20	27	03	 	892,130,280	15	5,979,203	300	61,200	356,282,880	2019-07-21
19083	06	15	17	26	28	31	03	 	926,738,145	10	6,795,196	118	190,169	329,029,762	2019-07-18
19082	07	16	19	22	24	28	02	 	927,370,251	5	8,270,886	91	224,648	328,221,990	2019-07-16
19081	05	24	27	29	31	32	10	 	907,395,563	5	8,910,511	58	421,391	359,862,504	2019-07-14
19080	03	06	08	20	24	32	07	 	878,626,031	7	6,502,641	80	164,351	333,601,616	2019-07-11
19079	01	03	06	09	19	31	16	 	884,700,186	15	6,163,816	156	139,881	324,952,306	2019-07-09
19078	01	17	27	29	31	33	12	 	911,692,755	14	6,369,078	199	120,396	358,699,764	2019-07-07
19077	09	11	13	18	21	22	15	 	928,983,242	1	10,000,000	118	221,011	331,156,004	2019-07-04
19076	12	15	19	20	29	32	14	 	860,745,165	4	10,000,000	84	299,030	327,737,064	2019-07-02
19075	05	08	20	22	31	33	03	 	825,389,586	2	10,000,000	69	329,031	356,452,390	2019-06-30
19074	12	21	27	29	31	33	04	 	777,279,978	4	10,000,000	51	558,701	339,313,032	2019-06-27
19073	01	02	06	12	16	18	08	 	731,798,593	17	5,684,254	146	99,591	334,373,706	2019-06-25
19072	02	09	13	15	22	30	15	 	784,809,688	10	6,995,170	155	160,900	366,310,328	2019-06-23
19071	01	08	19	24	29	30	04	 	779,942,491	22	5,832,271	371	61,691	338,921,834	2019-06-20
19070	06	15	18	19	24	32	09	 	839,590,047	3	10,000,000	103	182,464	335,727,814	2019-06-18
19069	06	11	16	19	21	25	01	 	813,208,375	8	7,285,184	226	101,114	370,103,190	2019-06-16
19068	03	14	20	24	26	33	10	 	802,934,315	6	8,093,762	64	362,550	331,635,522	2019-06-13
19067	04	06	08	11	30	33	11	 	781,887,228	5	7,973,990	110	168,976	330,381,956	2019-06-11
19066	01	14	17	20	22	32	04	 	765,994,853	6	8,522,847	86	307,225	354,505,682	2019-06-09
19065	06	09	11	15	20	26	10	 	737,867,862	10	6,616,248	317	63,732	327,400,036	2019-06-06
19064	12	20	24	25	30	33	12	 	743,421,022	4	9,064,360	92	220,889	331,639,006	2019-06-04
19063	01	14	19	22	29	31	16	 	718,713,061	5	9,289,366	91	294,599	361,222,550	2019-06-02
19062	07	13	16	23	26	30	01	 	684,734,277	7	8,340,699	161	181,559	339,468,976	2019-05-30
19061	03	17	19	24	27	31	12	 	655,425,812	6	8,443,688	80	322,845	335,296,666	2019-05-28
19060	03	04	14	20	23	27	01	 	628,604,946	2	10,000,000	118	246,389	367,103,342	2019-05-26
19059	04	05	07	09	16	18	06	 	561,383,166	2	10,000,000	125	162,165	345,567,246	2019-05-23
19058	07	08	12	21	23	27	12	 	520,571,254	20	5,260,714	127	51,321	339,299,672	2019-05-21
19057	04	05	06	08	13	18	16	 	606,231,938	7	8,216,242	127	221,591	372,560,948	2019-05-19
19056	13	14	17	19	21	29	01	 	579,319,269	1	10,000,000	78	245,905	351,267,630	2019-05-16
19055	01	06	11	15	19	31	10	 	531,777,347	2	10,000,000	61	368,485	350,070,872	2019-05-14
19054	07	10	11	15	24	26	11	 	484,344,441	8	6,741,103	132	131,901	376,075,414	2019-05-12
19053	04	16	22	25	29	31	08	 	486,040,155	12	5,969,643	109	133,437	345,533,966	2019-05-09
19052	03	06	09	13	16	19	16	 	514,041,918	153	5,117,604	2295	9,800	342,251,970	2019-05-07
19051	08	09	10	13	15	28	09	 	1,229,559,631	13	5,503,869	120	68,232	371,316,762	2019-05-05
19050	04	06	10	11	21	23	02	 	1,276,546,288	13	6,136,790	100	184,728	311,858,860	2019-05-02
19049	03	10	13	22	23	28	15	 	1,300,906,020	9	6,552,485	205	85,197	333,775,314	2019-04-30
19048	03	07	10	12	18	29	10	 	1,307,482,004	8	7,251,672	153	147,168	379,210,874	2019-04-28
19047	03	11	18	25	30	33	14	 	1,297,945,208	1	10,000,000	388	69,165	349,665,886	2019-04-25
19046	02	12	16	22	25	32	06	 	1,227,436,396	17	5,847,483	132	136,431	349,236,650	2019-04-23
19045	01	06	17	19	27	31	14	 	1,272,816,559	7	8,172,099	83	334,408	380,577,960	2019-04-21
19044	06	14	16	17	23	29	07	 	1,246,753,637	12	5,956,414	188	76,309	350,579,948	2019-04-18
19043	01	06	12	13	24	32	13	 	1,275,191,954	2	10,000,000	99	249,954	345,296,562	2019-04-16
19042	15	17	19	22	25	26	04	 	1,220,955,571	4	10,000,000	132	195,373	376,134,240	2019-04-14
19041	02	09	13	23	24	26	16	 	1,183,587,505	2	10,000,000	103	274,965	347,145,834	2019-04-11
19040	05	06	09	18	23	31	11	 	1,118,623,191	8	6,661,238	159	104,480	335,974,062	2019-04-09
19039	06	07	11	14	27	32	08	 	1,122,075,950	11	6,258,711	136	127,259	363,128,750	2019-04-07
19038	09	12	21	27	29	30	05	 	1,138,999,919	10	6,243,868	101	153,944	335,328,036	2019-04-04
19037	01	07	12	14	18	25	10	 	1,154,793,537	12	6,514,774	213	106,674	344,923,376	2019-04-02
19036	02	10	13	16	23	32	08	 	1,164,805,979	21	5,000,000	85	6,000	383,547,756	2019-03-31
19035	01	05	07	09	10	20	16	 	1,269,805,979	11	7,034,000	233	120,032	354,951,028	2019-03-28
19034	09	11	15	22	24	26	03	 	1,263,277,472	10	6,957,743	103	237,590	354,652,922	2019-03-26
19033	09	15	19	21	23	29	15	 	1,259,439,534	22	6,000,111	224	122,781	385,168,218	2019-03-24
19032	04	08	09	13	28	33	04	 	1,308,932,812	6	8,788,636	228	124,626	353,034,100	2019-03-21
19031	03	13	15	18	21	33	16	 	1,276,420,305	5	9,429,639	119	232,649	358,344,316	2019-03-19
19030	04	05	07	10	12	22	16	 	1,240,512,761	17	6,202,265	196	130,347	392,415,448	2019-03-17
19029	08	11	17	23	32	33	10	 	1,269,306,832	6	8,343,406	83	302,115	358,515,950	2019-03-14
19028	04	19	22	26	29	30	11	 	1,244,140,628	11	6,380,332	165	115,027	356,878,622	2019-03-12
19027	02	06	08	10	11	17	13	 	1,257,385,558	9	7,407,292	223	121,444	393,236,612	2019-03-10
19026	03	13	15	19	20	27	14	 	1,242,805,065	5	6,689,534	74	201,135	345,714,892	2019-03-07
19025	15	16	21	27	30	33	04	 	1,246,342,879	5	9,479,664	74	378,350	345,714,892	2019-03-05
19024	01	08	23	25	28	29	10	 	1,209,747,493	8	6,940,962	99	196,056	384,117,562	2019-03-03
19023	01	10	14	15	18	31	13	 	1,207,046,316	13	6,088,193	336	52,628	353,488,994	2019-02-28
19022	03	07	11	21	30	33	07	 	1,233,143,388	19	5,503,206	169	70,716	338,829,860	2019-02-26
19021	02	05	07	08	20	27	04	 	1,301,850,849	6	8,810,224	214	133,535	370,839,306	2019-02-24
19020	02	12	13	23	27	28	12	 	1,268,982,145	11	6,275,977	233	75,299	330,603,914	2019-02-21
